item,valence,arousal,img,aoa,length,SUBTLWF,LgSUBTLWF,OLD,PLD,e2hit,e2fa,e2hminfa,e1hit,e1fa,e1hminfa,valstrength,e1e2hits,e1e2fas,e1e2hminfas,valxarousal
magnet,5.65,3.38,6.5,4.21,6,2.75,2.15,2.10,2.05,.60,.17,.43,.73,.30,.43,.65,.67,.23,.43,2.20
maiden,5.65,4.05,5.3,5.42,6,5.53,2.45,1.90,1.80,.80,.07,.73,.77,.17,.60,.65,.78,.12,.67,2.63
maintain,6.29,2.75,3.0,5.09,8,12.96,2.82,2.75,2.65,.70,.30,.40,.67,.20,.47,1.29,.68,.25,.43,3.55
major,5.52,4.24,3.7,4.94,5,104.76,3.73,1.85,1.80,.67,.27,.40,.63,.33,.30,.52,.65,.30,.35,2.20
makeup,5.21,4.10,6.2,4.09,6,15.49,2.90,2.75,2.55,.77,.10,.67,.87,.00,.87,.21,.82,.05,.77,.86
malice,2.81,4.81,3.0,6.12,6,1.18,1.79,1.95,1.65,.83,.30,.53,.83,.17,.67,2.19,.83,.23,.60,10.53
mambo,5.52,5.05,4.0,5.36,5,2.53,2.11,1.95,2.30,.87,.03,.83,.83,.33,.50,.52,.85,.18,.67,2.63
mammal,5.95,3.81,6.2,4.09,6,1.22,1.80,2.20,1.90,.83,.07,.77,.80,.17,.63,.95,.82,.12,.70,3.62
mammoth,5.84,4.09,6.4,4.70,7,.78,1.61,3.15,2.00,.70,.13,.57,.90,.23,.67,.84,.80,.18,.62,3.44
manage,4.71,3.52,3.6,4.79,6,21.47,3.04,1.85,1.95,.73,.20,.53,.53,.30,.23,.29,.63,.25,.38,1.02
mandate,3.76,4.32,3.1,5.79,7,1.49,1.89,2.45,2.75,.83,.27,.57,.70,.37,.33,1.24,.77,.32,.45,5.36
mandrake,,,3.3,5.94,,,,,,.80,.07,.73,.73,.10,.63,,.77,.08,.68,
manger,5.50,3.05,4.8,5.09,6,1.00,1.72,1.65,2.10,.80,.20,.60,.83,.20,.63,.50,.82,.20,.62,1.53
mango,6.57,3.05,6.4,4.27,5,1.65,1.93,1.90,2.35,.83,.17,.67,.70,.30,.40,1.57,.77,.23,.53,4.79
manner,5.86,3.52,3.1,4.18,6,11.53,2.77,1.75,1.50,.73,.30,.43,.73,.33,.40,.86,.73,.32,.42,3.03
manor,5.90,3.68,5.0,5.27,5,3.41,2.24,1.80,1.50,.83,.43,.40,.70,.37,.33,.90,.77,.40,.37,3.31
mansion,6.62,4.84,6.6,4.64,7,6.45,2.52,2.45,1.90,.93,.20,.73,.67,.20,.47,1.62,.80,.20,.60,7.84
mantel,4.74,2.93,6.2,5.15,6,.75,1.59,1.95,1.70,.83,.37,.47,.80,.37,.43,.26,.82,.37,.45,.76
mantle,5.35,2.45,5.7,5.24,6,2.16,2.05,1.95,1.70,.87,.50,.37,.87,.40,.47,.35,.87,.45,.42,.86
mantra,5.47,3.48,2.3,6.09,,,,,,.93,.20,.73,.77,.17,.60,.47,.85,.18,.67,1.64
manure,3.19,4.15,5.5,5.18,6,2.08,2.03,1.95,2.90,.93,.20,.73,.73,.13,.60,1.81,.83,.17,.67,7.51
many,,,3.9,3.82,4,359.43,4.26,1.60,1.35,.60,.07,.53,.53,.10,.43,,.57,.08,.48,
maple,6.09,3.77,5.9,4.24,5,3.24,2.22,1.90,1.90,.83,.10,.73,.87,.20,.67,1.09,.85,.15,.70,4.11
marble,5.80,3.57,6.8,3.64,6,5.22,2.43,1.85,1.65,.90,.03,.87,.67,.23,.43,.80,.78,.13,.65,2.86
margin,4.75,3.71,4.5,5.52,6,1.96,2.00,1.80,2.65,.77,.20,.57,.60,.27,.33,.25,.68,.23,.45,.93
market,6.21,3.55,6.3,4.33,6,36.24,3.27,1.85,1.80,.73,.13,.60,.40,.23,.17,1.21,.57,.18,.38,4.30
maroon,5.41,4.37,6.4,4.42,6,1.20,1.79,2.00,2.00,.80,.23,.57,.73,.23,.50,.41,.77,.23,.53,1.79
marquee,6.00,4.21,4.2,6.06,7,.53,1.45,2.85,1.65,.87,.30,.57,.90,.27,.63,1.00,.88,.28,.60,4.21
marquis,4.77,3.77,2.8,6.06,7,2.82,2.16,2.85,2.70,.90,.10,.80,.83,.20,.63,.23,.87,.15,.72,.87
marriage,7.56,4.95,5.6,4.15,8,77.06,3.59,2.60,2.20,.87,.37,.50,.87,.23,.63,2.56,.87,.30,.57,12.67
marrow,4.29,3.65,4.8,6.03,6,2.96,2.18,1.70,1.60,.90,.20,.70,.83,.30,.53,.71,.87,.25,.62,2.59
marry,7.09,5.52,5.9,3.85,5,104.35,3.73,1.55,1.35,.80,.03,.77,.83,.17,.67,2.09,.82,.10,.72,11.54
martial,5.40,4.23,4.2,5.33,7,5.80,2.47,2.30,1.75,.97,.10,.87,.63,.13,.50,.40,.80,.12,.68,1.69
martyr,4.24,4.52,5.3,5.85,6,2.59,2.12,1.90,1.45,.90,.13,.77,.93,.10,.83,.76,.92,.12,.80,3.44
marvel,5.84,4.77,4.0,5.09,6,1.94,2.00,1.90,1.60,.87,.47,.40,.90,.53,.37,.84,.88,.50,.38,4.01
mascot,5.50,4.11,6.4,4.82,6,1.65,1.93,2.75,2.25,.83,.30,.53,.73,.27,.47,.50,.78,.28,.50,2.06
mason,,,3.8,5.70,5,13.90,2.85,1.90,1.80,.80,.23,.57,.77,.17,.60,,.78,.20,.58,
massage,7.16,3.88,6.5,4.58,7,11.08,2.75,2.40,2.60,.87,.07,.80,.87,.30,.57,2.16,.87,.18,.68,8.38
masseuse,6.61,4.09,5.0,6.24,8,1.41,1.86,2.90,2.25,.93,.10,.83,.80,.13,.67,1.61,.87,.12,.75,6.58
massive,5.18,5.79,4.6,4.73,7,9.96,2.71,2.50,1.85,.77,.23,.53,.53,.23,.30,.18,.65,.23,.42,1.04
master,5.72,4.40,4.9,4.48,6,87.25,3.65,1.45,1.45,.67,.13,.53,.60,.20,.40,.72,.63,.17,.47,3.17
matrix,5.90,4.40,4.8,6.03,6,3.80,2.29,2.65,2.90,.83,.10,.73,.77,.27,.50,.90,.80,.18,.62,3.96
matron,4.79,3.59,3.3,5.61,6,.78,1.61,1.95,2.55,.83,.13,.70,.70,.17,.53,.21,.77,.15,.62,.75
matter,5.82,4.05,2.8,4.27,6,370.59,4.28,1.50,1.00,.70,.33,.37,.53,.37,.17,.82,.62,.35,.27,3.32
mattress,5.74,3.45,6.8,3.97,8,6.61,2.53,2.70,2.00,.80,.23,.57,.80,.10,.70,.74,.80,.17,.63,2.55
mature,5.95,3.48,4.4,4.91,6,8.22,2.62,1.85,2.70,.77,.27,.50,.73,.27,.47,.95,.75,.27,.48,3.31
matzo,,,2.3,6.21,,,,,,.73,.00,.73,.73,.03,.70,,.73,.02,.72,
maxim,5.74,4.10,3.0,5.79,5,1.27,1.82,1.85,2.45,.73,.03,.70,.80,.13,.67,.74,.77,.08,.68,3.03
maybe,,,2.1,3.24,5,926.45,4.67,2.00,1.90,.77,.10,.67,.50,.20,.30,,.63,.15,.48,
mayhem,3.59,5.95,4.8,5.70,6,2.14,2.04,2.80,2.85,.70,.20,.50,.80,.10,.70,1.41,.75,.15,.60,8.39
mayor,4.59,4.15,6.1,4.70,5,31.27,3.20,1.85,2.00,.87,.13,.73,.83,.20,.63,.41,.85,.17,.68,1.70
meadow,7.30,2.62,6.4,4.27,6,2.27,2.07,2.65,1.85,.73,.00,.73,.70,.20,.50,2.30,.72,.10,.62,6.03
meager,3.35,4.63,3.4,5.91,6,.63,1.52,1.90,1.80,.73,.13,.60,.67,.23,.43,1.65,.70,.18,.52,7.64
measure,5.14,4.36,5.1,4.03,7,10.53,2.73,2.30,1.85,.67,.33,.33,.63,.47,.17,.14,.65,.40,.25,.61
medal,5.20,5.30,6.6,4.06,5,11.57,2.77,1.70,1.20,.70,.13,.57,.73,.27,.47,.20,.72,.20,.52,1.06
meddle,3.86,4.35,2.8,5.61,6,1.24,1.81,1.85,1.20,.63,.20,.43,.67,.33,.33,1.14,.65,.27,.38,4.96
medic,5.20,3.55,5.5,5.27,5,5.71,2.47,1.95,1.95,.77,.17,.60,.53,.23,.30,.20,.65,.20,.45,.71
medley,6.60,4.48,3.6,5.48,6,.63,1.52,2.70,1.90,.80,.13,.67,.80,.37,.43,1.60,.80,.25,.55,7.17
meeting,4.55,3.71,5.3,4.18,7,132.39,3.83,1.90,1.35,.73,.07,.67,.43,.17,.27,.45,.58,.12,.47,1.67
mega,5.60,5.11,3.9,4.91,,,,,,.57,.03,.53,.70,.03,.67,.60,.63,.03,.60,3.07
melon,6.32,3.68,6.8,3.82,5,4.27,2.34,1.95,1.85,.77,.07,.70,.80,.10,.70,1.32,.78,.08,.70,4.86
member,5.95,3.47,4.1,4.55,6,28.78,3.17,1.90,2.15,.70,.13,.57,.70,.23,.47,.95,.70,.18,.52,3.30
membrane,4.95,3.23,4.7,6.00,8,1.12,1.76,3.35,3.50,.70,.07,.63,.77,.10,.67,.05,.73,.08,.65,.16
memo,4.70,2.39,4.5,5.42,4,6.61,2.53,1.90,1.80,.70,.13,.57,.63,.13,.50,.30,.67,.13,.53,.72
menace,3.13,4.89,3.8,5.39,6,3.73,2.28,2.10,1.95,.80,.43,.37,.70,.23,.47,1.87,.75,.33,.42,9.14
mental,4.58,3.68,4.1,4.82,6,19.65,3.00,1.80,1.50,.70,.33,.37,.77,.30,.47,.42,.73,.32,.42,1.55
mention,5.39,2.65,2.2,5.00,7,59.47,3.48,2.40,1.75,.57,.17,.40,.43,.20,.23,.39,.50,.18,.32,1.03
mentor,7.05,3.50,5.5,5.24,6,3.49,2.25,2.00,2.80,.87,.30,.57,.77,.57,.20,2.05,.82,.43,.38,7.18
menu,6.30,4.17,6.2,3.79,4,9.96,2.71,1.85,2.35,.67,.07,.60,.53,.07,.47,1.30,.60,.07,.53,5.42
meow,6.14,3.42,5.8,2.33,4,2.94,2.18,1.90,2.00,.80,.03,.77,.87,.07,.80,1.14,.83,.05,.78,3.90
merchant,5.21,3.68,5.3,5.33,8,2.86,2.17,2.85,3.00,.80,.27,.53,.73,.40,.33,.21,.77,.33,.43,.77
mercy,6.40,3.67,3.6,4.67,5,25.31,3.11,1.95,1.90,.77,.13,.63,.50,.13,.37,1.40,.63,.13,.50,5.14
meringue,6.57,4.04,3.4,6.15,8,.65,1.53,3.25,1.90,.77,.10,.67,.77,.10,.67,1.57,.77,.10,.67,6.34
merit,6.94,3.16,2.9,5.73,5,3.39,2.24,1.95,1.90,.87,.20,.67,.80,.13,.67,1.94,.83,.17,.67,6.13
merry,7.20,4.57,4.9,3.33,5,39.10,3.30,1.70,1.15,.77,.10,.67,.63,.23,.40,2.20,.70,.17,.53,10.05
message,6.18,3.81,5.2,4.42,7,91.51,3.67,2.70,2.70,.80,.20,.60,.77,.20,.57,1.18,.78,.20,.58,4.50
metal,5.05,3.48,6.2,3.97,5,19.45,3.00,1.75,1.20,.80,.20,.60,.80,.17,.63,.05,.80,.18,.62,.17
meter,5.53,3.25,5.7,4.64,5,6.22,2.50,1.75,1.15,.60,.03,.57,.60,.10,.50,.53,.60,.07,.53,1.72
methane,3.48,3.73,4.3,6.39,7,1.14,1.77,2.90,2.65,.90,.03,.87,.87,.03,.83,1.52,.88,.03,.85,5.67
method,5.20,4.17,2.8,4.85,6,7.88,2.61,2.65,1.95,.70,.27,.43,.67,.30,.37,.20,.68,.28,.40,.83
metro,,,5.2,5.33,5,4.53,2.37,2.00,1.95,.93,.13,.80,.60,.23,.37,,.77,.18,.58,
micro,5.50,3.48,4.1,5.36,,,,,,.63,.10,.53,.63,.03,.60,.50,.63,.07,.57,1.74
middle,5.22,2.85,4.7,3.88,6,89.20,3.66,1.70,1.05,.53,.23,.30,.37,.17,.20,.22,.45,.20,.25,.63
midget,4.58,4.00,6.1,4.91,6,4.61,2.37,2.30,2.30,.87,.10,.77,.80,.17,.63,.42,.83,.13,.70,1.68
midnight,6.18,4.05,6.3,3.91,8,28.37,3.16,3.45,2.80,.67,.03,.63,.70,.13,.57,1.18,.68,.08,.60,4.78
mignon,5.57,3.37,2.7,6.36,,,,,,.83,.07,.77,.80,.13,.67,.57,.82,.10,.72,1.92
mileage,5.90,2.95,4.3,5.52,7,1.98,2.01,2.75,2.70,.73,.03,.70,.83,.07,.77,.90,.78,.05,.73,2.66
mimic,4.67,3.85,4.2,5.00,5,.78,1.61,2.30,1.90,.80,.27,.53,.80,.20,.60,.33,.80,.23,.57,1.27
mingle,5.21,4.41,4.4,5.36,6,2.69,2.14,1.65,1.65,.70,.23,.47,.77,.23,.53,.21,.73,.23,.50,.93
mini,5.86,3.00,5.3,3.91,4,3.61,2.27,1.75,1.40,.73,.03,.70,.77,.17,.60,.86,.75,.10,.65,2.58
minion,5.33,5.00,4.5,5.85,6,.92,1.68,2.10,2.10,.90,.23,.67,.83,.23,.60,.33,.87,.23,.63,1.65
minor,4.81,3.26,4.8,5.27,5,12.82,2.82,1.85,1.35,.80,.17,.63,.73,.30,.43,.19,.77,.23,.53,.62
minstrel,,,2.6,5.85,8,.55,1.46,2.85,2.70,.80,.13,.67,.77,.23,.53,,.78,.18,.60,
minus,,,5.0,3.76,5,7.86,2.60,1.70,1.65,.80,.10,.70,.67,.13,.53,,.73,.12,.62,
minute,5.50,3.76,3.6,3.36,6,377.49,4.28,2.00,1.85,.70,.07,.63,.57,.13,.43,.50,.63,.10,.53,1.88
mirage,4.47,3.80,5.2,5.58,6,1.55,1.90,2.00,2.45,.83,.20,.63,.83,.20,.63,.53,.83,.20,.63,2.01
mirror,5.90,4.55,6.8,3.30,6,24.18,3.09,2.50,1.80,.67,.20,.47,.73,.30,.43,.90,.70,.25,.45,4.10
mischief,4.78,5.77,4.1,4.88,8,2.10,2.03,3.75,2.85,.83,.20,.63,.77,.23,.53,.22,.80,.22,.58,1.27
misfit,4.19,5.09,4.5,5.21,6,.59,1.49,2.85,2.35,.83,.23,.60,.77,.10,.67,.81,.80,.17,.63,4.12
mishap,3.50,4.61,2.9,5.24,6,1.04,1.73,2.75,2.95,.60,.17,.43,.63,.20,.43,1.50,.62,.18,.43,6.92
missile,2.85,5.67,6.0,4.88,7,13.14,2.83,2.40,1.70,.90,.20,.70,.77,.20,.57,2.15,.83,.20,.63,12.19
mission,6.39,5.52,4.7,4.76,7,47.06,3.38,1.95,1.70,.63,.20,.43,.70,.20,.50,1.39,.67,.20,.47,7.67
mistake,2.89,4.93,4.2,4.03,7,101.96,3.72,2.50,1.80,.67,.20,.47,.60,.20,.40,2.11,.63,.20,.43,10.40
mister,5.56,3.20,4.9,3.88,6,45.61,3.37,1.65,1.75,.70,.17,.53,.83,.23,.60,.56,.77,.20,.57,1.79
mistress,3.86,5.96,5.6,5.45,8,11.88,2.78,2.65,2.20,.83,.10,.73,.80,.23,.57,1.14,.82,.17,.65,6.79
mixture,5.90,3.52,4.9,4.55,7,2.47,2.10,2.50,2.50,.77,.13,.63,.53,.23,.30,.90,.65,.18,.47,3.17
mobile,5.81,3.76,4.9,4.79,6,7.47,2.58,2.00,1.80,.83,.30,.53,.87,.27,.60,.81,.85,.28,.57,3.05
model,6.38,3.90,5.3,4.33,5,32.06,3.21,1.65,1.30,.87,.30,.57,.70,.33,.37,1.38,.78,.32,.47,5.38
modem,5.29,3.55,5.1,5.91,6,5.88,2.48,1.85,2.25,.67,.07,.60,.80,.27,.53,.29,.73,.17,.57,1.03
modest,6.42,2.93,3.9,5.15,,,,,,.77,.10,.67,.50,.30,.20,1.42,.63,.20,.43,4.16
module,4.90,4.33,2.8,5.85,6,2.67,2.14,1.95,2.75,.70,.17,.53,.73,.27,.47,.10,.72,.22,.50,.43
mogul,5.42,3.48,3.5,6.06,5,.92,1.68,2.10,1.85,.63,.10,.53,.70,.17,.53,.42,.67,.13,.53,1.46
moisture,5.50,4.39,5.3,4.64,8,1.22,1.80,2.85,2.85,.70,.03,.67,.77,.10,.67,.50,.73,.07,.67,2.20
molest,1.89,6.43,4.9,5.88,6,.61,1.51,1.95,2.40,.87,.17,.70,.63,.07,.57,3.11,.75,.12,.63,20.00
molten,4.75,4.26,4.8,5.85,6,1.16,1.78,2.10,2.50,.90,.13,.77,.80,.13,.67,.25,.85,.13,.72,1.07
moment,6.10,4.05,2.2,4.12,6,187.04,3.98,1.95,2.35,.47,.17,.30,.43,.13,.30,1.10,.45,.15,.30,4.46
mommy,7.39,3.70,6.4,1.76,5,70.92,3.56,1.85,1.45,.90,.10,.80,.77,.07,.70,2.39,.83,.08,.75,8.84
monarch,4.33,3.41,5.3,4.82,7,.82,1.63,2.80,2.35,.73,.13,.60,.73,.13,.60,.67,.73,.13,.60,2.28
money,7.10,6.86,6.7,3.06,5,640.76,4.51,1.75,1.00,.77,.17,.60,.73,.20,.53,2.10,.75,.18,.57,14.41
mongoose,4.95,3.55,5.0,4.97,8,.65,1.53,3.40,2.95,.90,.10,.80,.83,.13,.70,.05,.87,.12,.75,.18
mongrel,3.47,4.50,3.6,5.97,7,.86,1.65,2.80,2.95,.83,.07,.77,.57,.40,.17,1.53,.70,.23,.47,6.89
monkey,5.82,5.15,6.8,2.73,6,33.51,3.23,1.90,1.70,.70,.17,.53,.93,.17,.77,.82,.82,.17,.65,4.22
monsoon,2.85,4.50,6.0,5.73,7,.78,1.61,2.90,2.95,.90,.37,.53,.83,.27,.57,2.15,.87,.32,.55,9.68
monster,2.55,5.55,6.7,2.88,7,38.86,3.30,1.90,2.15,.67,.07,.60,.67,.33,.33,2.45,.67,.20,.47,13.60
montage,5.48,4.85,2.7,5.91,7,1.12,1.76,2.20,3.00,.87,.17,.70,.70,.13,.57,.48,.78,.15,.63,2.33
moral,6.85,3.73,2.9,4.82,5,13.51,2.84,1.50,1.55,.87,.43,.43,.77,.43,.33,1.85,.82,.43,.38,6.90
morale,5.95,4.10,3.1,5.24,6,4.12,2.32,1.90,1.90,.77,.17,.60,.73,.40,.33,.95,.75,.28,.47,3.90
morbid,2.73,5.29,3.3,5.64,6,2.59,2.12,2.55,2.70,.83,.10,.73,.80,.23,.57,2.27,.82,.17,.65,12.01
morning,6.41,3.95,6.0,2.82,7,439.00,4.35,1.85,1.85,.70,.10,.60,.60,.20,.40,1.41,.65,.15,.50,5.57
moron,4.30,4.50,4.9,4.91,5,14.78,2.88,1.75,1.80,.73,.23,.50,.87,.20,.67,.70,.80,.22,.58,3.15
morphine,4.58,5.14,5.8,6.12,8,6.49,2.52,2.95,2.30,.87,.10,.77,.77,.20,.57,.42,.82,.15,.67,2.16
morsel,5.30,3.41,4.9,5.61,6,.63,1.52,1.85,1.85,.63,.13,.50,.76,.41,.34,.30,.70,.27,.42,1.02
mortal,4.39,3.55,4.3,5.33,6,9.57,2.69,1.80,1.75,.73,.27,.47,.87,.47,.40,.61,.80,.37,.43,2.17
mortar,4.14,4.37,4.4,5.91,6,2.29,2.07,2.15,1.55,.80,.33,.47,.73,.50,.23,.86,.77,.42,.35,3.76
mortgage,3.45,4.43,4.6,5.97,8,5.90,2.48,2.80,2.90,.77,.33,.43,.57,.17,.40,1.55,.67,.25,.42,6.87
mosey,5.85,4.50,3.0,5.91,5,.71,1.57,1.85,1.70,.77,.17,.60,.63,.30,.33,.85,.70,.23,.47,3.83
motel,5.30,3.55,6.4,4.06,5,18.18,2.97,1.80,2.20,.70,.07,.63,.57,.30,.27,.30,.63,.18,.45,1.07
mother,7.53,4.73,6.8,2.27,6,479.92,4.39,1.80,1.70,.67,.17,.50,.87,.07,.80,2.53,.77,.12,.65,11.97
motif,5.27,4.24,2.4,6.12,5,.65,1.53,2.35,2.65,.83,.13,.70,.70,.13,.57,.27,.77,.13,.63,1.14
motion,5.80,4.71,4.5,4.52,6,18.96,2.99,1.75,1.60,.60,.23,.37,.47,.13,.33,.80,.53,.18,.35,3.77
motive,5.32,4.86,3.2,5.15,6,13.24,2.83,2.05,1.85,.77,.27,.50,.70,.33,.37,.32,.73,.30,.43,1.56
motley,4.89,2.95,2.4,5.97,6,.51,1.43,2.30,1.90,.87,.03,.83,.73,.07,.67,.11,.80,.05,.75,.32
motor,5.64,5.42,6.4,4.27,5,13.16,2.83,1.85,1.50,.80,.23,.57,.77,.23,.53,.64,.78,.23,.55,3.47
motto,5.95,3.86,2.9,5.27,5,5.10,2.42,1.90,1.85,.80,.10,.70,.80,.27,.53,.95,.80,.18,.62,3.67
mountain,6.65,4.12,6.9,3.52,8,35.39,3.26,2.55,2.55,.70,.03,.67,.67,.20,.47,1.65,.68,.12,.57,6.80
moustache,5.35,3.23,6.9,3.79,9,3.78,2.29,3.60,2.35,.73,.03,.70,.80,.20,.60,.35,.77,.12,.65,1.13
movement,6.58,4.00,4.7,4.33,8,14.84,2.88,2.75,2.80,.53,.23,.30,.57,.17,.40,1.58,.55,.20,.35,6.32
movie,7.24,4.39,6.7,3.21,5,122.96,3.80,1.90,1.70,.70,.13,.57,.63,.10,.53,2.24,.67,.12,.55,9.83
mucus,2.84,4.17,5.6,5.09,5,.59,1.49,1.95,2.65,.93,.03,.90,.73,.03,.70,2.16,.83,.03,.80,9.01
muffin,7.10,4.05,6.1,3.09,6,5.82,2.47,2.40,2.15,.80,.07,.73,.70,.27,.43,2.10,.75,.17,.58,8.51
mullet,3.86,3.81,6.5,5.45,6,.57,1.48,1.85,1.90,.87,.13,.73,.90,.20,.70,1.14,.88,.17,.72,4.34
mumble,4.40,3.19,4.5,4.79,6,.78,1.61,1.65,1.70,.80,.27,.53,.80,.33,.47,.60,.80,.30,.50,1.91
mumbo,4.76,5.10,2.6,5.39,,,,,,.83,.23,.60,.87,.40,.47,.24,.85,.32,.53,1.22
mummy,4.81,3.75,6.5,3.88,5,9.80,2.70,1.75,1.40,.93,.13,.80,.97,.10,.87,.19,.95,.12,.83,.71
munchkin,6.95,4.27,5.9,4.42,,,,,,.77,.03,.73,.87,.00,.87,1.95,.82,.02,.80,8.33
mundane,3.63,2.76,2.5,5.94,7,.80,1.62,2.85,2.50,.80,.20,.60,.90,.23,.67,1.37,.85,.22,.63,3.78
mural,6.67,3.40,5.5,5.36,5,1.02,1.72,1.85,2.45,.70,.27,.43,.77,.20,.57,1.67,.73,.23,.50,5.68
murder,1.48,6.24,5.9,4.39,6,112.10,3.76,1.95,1.80,.80,.23,.57,.70,.30,.40,3.52,.75,.27,.48,21.96
murmur,4.57,4.08,3.8,5.48,6,.94,1.69,2.90,1.80,.80,.27,.53,.80,.07,.73,.43,.80,.17,.63,1.75
muscle,6.15,4.55,6.7,4.09,6,13.61,2.84,2.20,1.35,.83,.20,.63,.63,.10,.53,1.15,.73,.15,.58,5.23
music,7.67,5.57,6.4,2.76,5,151.65,3.89,2.00,2.05,.53,.03,.50,.73,.10,.63,2.67,.63,.07,.57,14.87
musket,4.13,4.00,6.0,5.48,6,.98,1.71,2.00,2.20,.87,.20,.67,.70,.27,.43,.87,.78,.23,.55,3.48
mustache,,,6.7,3.73,8,4.94,2.40,3.00,2.35,1.00,.13,.87,.80,.17,.63,,.90,.15,.75,
mustard,4.74,3.39,6.3,3.24,7,6.45,2.52,2.60,1.80,.77,.10,.67,.83,.27,.57,.26,.80,.18,.62,.88
muster,4.67,3.65,3.1,5.82,6,1.49,1.89,1.60,1.55,.87,.20,.67,.70,.27,.43,.33,.78,.23,.55,1.20
mutant,5.06,4.61,5.3,4.88,6,3.59,2.26,2.55,2.65,.73,.27,.47,.80,.23,.57,.06,.77,.25,.52,.28
mutton,,,3.6,6.15,6,.78,1.61,2.25,1.90,.77,.10,.67,.80,.20,.60,,.78,.15,.63,
muzzle,3.95,4.65,6.2,4.91,6,1.59,1.91,1.80,1.60,.80,.17,.63,.80,.20,.60,1.05,.80,.18,.62,4.88
myself,,,5.6,3.18,6,342.55,4.24,2.90,3.75,.73,.10,.63,.57,.13,.43,,.65,.12,.53,
mystic,6.12,4.52,4.3,5.55,6,1.45,1.88,2.50,1.80,.90,.20,.70,.80,.10,.70,1.12,.85,.15,.70,5.06
naive,4.22,3.86,3.4,5.58,5,6.45,2.52,1.90,2.00,.93,.17,.77,.87,.33,.53,.78,.90,.25,.65,3.01
naked,6.21,5.58,6.8,3.76,5,39.25,3.30,1.65,2.00,.87,.07,.80,.90,.10,.80,1.21,.88,.08,.80,6.75
nanny,5.86,4.05,6.1,3.94,5,10.41,2.73,1.75,1.60,.97,.17,.80,.63,.20,.43,.86,.80,.18,.62,3.48
napalm,2.70,5.29,4.2,6.21,6,1.51,1.89,2.70,2.85,.80,.10,.70,.83,.10,.73,2.30,.82,.10,.72,12.17
napkin,5.63,3.09,6.9,3.45,6,3.61,2.27,2.80,2.80,.53,.03,.50,.69,.21,.48,.63,.61,.12,.49,1.95
narrow,4.95,4.53,5.1,4.42,6,7.02,2.56,1.75,1.55,.83,.20,.63,.70,.27,.43,.05,.77,.23,.53,.23
nasal,4.26,3.38,5.7,4.85,5,2.08,2.03,1.90,1.65,.87,.10,.77,.73,.23,.50,.74,.80,.17,.63,2.50
nasty,2.95,5.44,4.3,3.61,5,22.57,3.06,1.80,2.00,.90,.10,.80,.70,.17,.53,2.05,.80,.13,.67,11.15
nation,6.00,4.78,5.6,4.27,6,20.49,3.02,1.85,1.80,.50,.03,.47,.63,.03,.60,1.00,.57,.03,.53,4.78
native,5.85,3.05,5.4,4.55,6,8.25,2.63,2.10,1.95,.77,.30,.47,.80,.13,.67,.85,.78,.22,.57,2.59
nature,6.88,4.00,6.2,3.94,6,45.16,3.36,1.95,2.00,.63,.27,.37,.70,.43,.27,1.88,.67,.35,.32,7.52
naughty,6.04,6.95,5.0,3.21,7,10.25,2.72,2.55,1.65,.87,.07,.80,.80,.13,.67,1.04,.83,.10,.73,7.23
nauseous,1.95,4.18,4.5,5.21,8,3.10,2.20,3.25,2.35,.90,.07,.83,.83,.17,.67,3.05,.87,.12,.75,12.75
naval,5.19,2.86,6.1,5.15,5,5.73,2.47,1.85,1.80,.83,.23,.60,.80,.43,.37,.19,.82,.33,.48,.54
navel,4.89,3.36,5.9,5.12,5,1.24,1.81,1.75,1.80,.80,.30,.50,.87,.33,.53,.11,.83,.32,.52,.37
navy,5.38,3.64,6.3,4.70,4,25.69,3.12,1.90,1.90,.77,.03,.73,.77,.10,.67,.38,.77,.07,.70,1.38
necklace,6.85,3.52,6.3,3.27,8,9.75,2.70,3.40,1.95,.73,.13,.60,.67,.10,.57,1.85,.70,.12,.58,6.51
nectar,6.80,3.95,5.3,5.30,6,.92,1.68,2.55,1.75,.77,.13,.63,.83,.20,.63,1.80,.80,.17,.63,7.11
needle,3.97,4.36,6.7,4.00,6,11.92,2.78,2.15,1.65,.70,.17,.53,.67,.17,.50,1.03,.68,.17,.52,4.49
neglect,2.16,4.72,4.0,5.30,7,1.69,1.94,2.65,2.70,.83,.30,.53,.83,.20,.63,2.84,.83,.25,.58,13.40
neighbor,5.60,3.72,6.2,3.33,8,16.94,2.94,3.65,1.80,.77,.13,.63,.70,.13,.57,.60,.73,.13,.60,2.23
neither,,,2.3,4.18,7,67.67,3.54,2.10,1.90,.63,.30,.33,.37,.10,.27,,.50,.20,.30,
neon,6.48,4.56,5.9,5.18,4,2.86,2.17,1.85,1.95,.83,.13,.70,.80,.03,.77,1.48,.82,.08,.73,6.75
nephew,6.75,4.33,6.3,4.03,6,16.59,2.93,2.80,3.45,.67,.03,.63,.73,.07,.67,1.75,.70,.05,.65,7.58
nervous,3.56,5.51,4.5,4.42,7,67.16,3.53,2.75,2.05,.73,.17,.57,.57,.17,.40,1.44,.65,.17,.48,7.93
network,5.05,4.43,4.4,5.21,7,16.53,2.93,2.80,2.80,.67,.07,.60,.53,.03,.50,.05,.60,.05,.55,.22
neural,6.05,3.19,3.3,5.88,6,1.96,2.00,2.30,1.95,.80,.17,.63,.77,.23,.53,1.05,.78,.20,.58,3.35
